model,year,price,transmission,mileage,fuelType,mpg,engineSize
 Yaris,2019,13192,Manual,5937,Gasoline,47.9,1.5
 Yaris,2018,11494,Manual,15436,Gasoline,56.5,1.5
 Yaris,2018,10291,Manual,27365,Gasoline,58.9,1.5
 Yaris,2019,12022,Manual,5797,Gasoline,47.9,1.5
 Yaris,2019,12933,Manual,3711,Gasoline,47.9,1.5
 Yaris,2019,13102,Manual,2812,Gasoline,47.9,1.5
 Yaris,2019,13810,Automatic,6525,Hybrid,76.3,1.5
 Yaris,2015,10493,Automatic,34727,Hybrid,78.0,1.5
 Yaris,2019,13191,Manual,604,Gasoline,47.9,1.5
 Yaris,2019,10920,Manual,2286,Gasoline,47.9,1.5
 Yaris,2017,11695,Automatic,5938,Gasoline,58.0,1.3
 Yaris,2019,12295,Manual,10181,Gasoline,47.9,1.5
 Yaris,2017,11495,Manual,12860,Gasoline,56.5,1.5
 Yaris,2016,11677,Automatic,16333,Hybrid,78.0,1.5
 Yaris,2017,10498,Manual,6692,Gasoline,55.0,1.3
 Yaris,2017,8888,Manual,21692,Gasoline,58.0,1.3
 Yaris,2019,12495,Manual,3942,Gasoline,47.9,1.5
 Yaris,2017,10495,Manual,11455,Gasoline,58.0,1.3
 Yaris,2018,13245,Automatic,2696,Gasoline,60.1,1.5
 Yaris,2016,8993,Manual,11433,Gasoline,58.0,1.3
 Yaris,2016,9898,Manual,7380,Gasoline,55.0,1.3
 Yaris,2017,9491,Manual,28977,Gasoline,55.0,1.3
 Yaris,2016,8995,Manual,20305,Gasoline,58.0,1.3
 Yaris,2019,16995,Manual,1225,Gasoline,47.9,1.5
 Yaris,2018,9795,Manual,35657,Gasoline,58.9,1.5
 Yaris,2018,11250,Manual,9245,Gasoline,47.1,1.5
 Yaris,2018,13499,Automatic,15413,Gasoline,60.1,1.5
 Yaris,2016,13950,Automatic,14107,Hybrid,78.5,1.5
 Yaris,2013,9995,Automatic,32649,Hybrid,76.3,1.5
 Yaris,2016,9999,Manual,18505,Gasoline,55.0,1.3
 Yaris,2013,8999,Automatic,47151,Hybrid,76.3,1.5
 Yaris,2018,10499,Manual,35754,Gasoline,58.9,1.5
 Yaris,2015,7750,Manual,43455,Gasoline,58.0,1.3
 Yaris,2017,10000,Manual,34500,Gasoline,58.9,1.5
 Yaris,2017,14500,Automatic,25575,Hybrid,78.0,1.5
 Yaris,2015,7920,Manual,30421,Gasoline,55.0,1.3
 Yaris,2017,9999,Manual,15717,Gasoline,58.9,1.5
 Yaris,2015,8499,Manual,16696,Gasoline,58.0,1.3
 Yaris,2016,10999,Automatic,29984,Gasoline,55.0,1.3
 Yaris,2013,7499,Semi-Auto,19220,Gasoline,53.3,1.3
 Yaris,2016,8250,Manual,4000,Gasoline,58.0,1.3
 Yaris,2013,5840,Manual,46200,Gasoline,52.3,1.3
 Yaris,2013,6420,Manual,33040,Gasoline,52.3,1.3
 Yaris,2016,8795,Manual,17500,Gasoline,58.0,1.3
 Yaris,2015,8999,Automatic,69775,Hybrid,78.0,1.5
 Yaris,2017,12998,Automatic,8770,Hybrid,76.3,1.5
 Yaris,2015,7780,Manual,28023,Gasoline,55.0,1.3
 Yaris,2015,9995,Automatic,36000,Hybrid,86.0,1.5
 Yaris,2014,9999,Automatic,36001,Hybrid,76.3,1.5
 Yaris,2017,14500,Automatic,20413,Hybrid,67.3,1.5
 Yaris,2019,14999,Manual,1114,Gasoline,47.9,1.5
 Yaris,2019,12999,Manual,9977,Gasoline,47.9,1.5
 Yaris,2017,10999,Manual,21808,Gasoline,55.0,1.3
 Yaris,2018,10645,Manual,7294,Gasoline,58.9,1.5
 Yaris,2017,8995,Manual,46769,Gasoline,58.9,1.5
 Yaris,2018,11795,Manual,5850,Gasoline,58.9,1.5
 Yaris,2019,12995,Manual,1378,Gasoline,47.9,1.5
 Yaris,2013,7999,Semi-Auto,34207,Gasoline,55.4,1.3
 Yaris,2013,9299,Automatic,35916,Hybrid,80.7,1.5
 Yaris,2019,16500,Automatic,3056,Hybrid,76.3,1.5
 Yaris,2018,13999,Automatic,5000,Hybrid,76.3,1.5
 Yaris,2020,17995,Automatic,1127,Gasoline,47.9,1.5
 Yaris,2019,12500,Manual,2591,Gasoline,47.9,1.5
 Yaris,2016,14995,Automatic,12457,Hybrid,78.0,1.5
 Yaris,2018,10995,Manual,13500,Gasoline,47.1,1.5
 Yaris,2018,9611,Manual,20560,Gasoline,58.9,1.5
 Yaris,2018,11495,Manual,11823,Gasoline,58.9,1.5
 Yaris,2017,9441,Manual,25847,Gasoline,58.9,1.5
 Yaris,2014,7348,Manual,15781,Gasoline,58.0,1.3
 Yaris,2018,10995,Manual,7835,Gasoline,56.5,1.5
 Yaris,2017,13330,Automatic,6301,Hybrid,78.0,1.5
 Yaris,2014,6100,Manual,47481,Diesel,72.4,1.4
 Yaris,2017,9350,Manual,27450,Gasoline,58.9,1.5
 Yaris,2016,9660,Manual,24123,Gasoline,55.0,1.3
 Yaris,2019,12795,Automatic,8500,Gasoline,47.9,1.5
 Yaris,2018,12000,Manual,10095,Gasoline,56.5,1.5
 Yaris,2017,10499,Manual,6610,Gasoline,56.5,1.5
 Yaris,2017,14999,Automatic,3316,Hybrid,78.0,1.5
 Yaris,2019,12490,Manual,3578,Gasoline,47.9,1.5
 Yaris,2017,11250,Manual,6677,Gasoline,56.5,1.5
 Yaris,2017,9599,Manual,19923,Gasoline,55.0,1.3
 Yaris,2019,12990,Manual,5111,Gasoline,47.9,1.5
 Yaris,2017,10990,Manual,12480,Gasoline,55.0,1.3
 Yaris,2016,5990,Manual,39845,Gasoline,66.0,1.0
 Yaris,2018,9290,Manual,43825,Gasoline,58.9,1.5
 Yaris,2019,14990,Manual,1500,Gasoline,47.9,1.5
 Yaris,2017,8490,Manual,36512,Gasoline,58.9,1.5
 Yaris,2019,11700,Manual,9613,Gasoline,47.9,1.5
 Yaris,2018,12990,Manual,11775,Gasoline,47.1,1.5
 Yaris,2017,11490,Manual,8958,Gasoline,56.5,1.5
 Yaris,2016,8190,Manual,28594,Gasoline,58.0,1.3
 Yaris,2017,6995,Manual,58000,Gasoline,58.0,1.3
 Yaris,2017,9995,Manual,7714,Gasoline,58.0,1.3
 Yaris,2017,8995,Manual,22640,Gasoline,58.0,1.3
 Yaris,2017,9799,Manual,15052,Gasoline,55.0,1.3
 Yaris,2016,7499,Manual,40329,Diesel,72.4,1.4
 Yaris,2017,10990,Manual,19029,Gasoline,55.0,1.3
 Yaris,2014,8475,Automatic,51275,Hybrid,80.7,1.5
 Yaris,2017,10395,Manual,26500,Gasoline,56.5,1.5
 Yaris,2018,10499,Manual,9822,Gasoline,47.1,1.5
 Yaris,2014,11490,Automatic,21821,Hybrid,78.0,1.5
 Yaris,2016,9790,Manual,11525,Gasoline,58.0,1.3
 Yaris,2016,10990,Automatic,14150,Gasoline,55.0,1.3
 Yaris,2019,11495,Manual,11162,Gasoline,47.9,1.5
 Yaris,2018,13444,Automatic,14188,Hybrid,76.3,1.5
 Yaris,2017,9990,Manual,16572,Gasoline,58.9,1.5
 Yaris,2017,9495,Manual,14140,Gasoline,58.0,1.3
 Yaris,2018,11495,Manual,9400,Gasoline,58.9,1.5
 Yaris,2016,11695,Automatic,34748,Hybrid,78.0,1.5
 Yaris,2015,8295,Manual,21041,Gasoline,55.0,1.3
 Yaris,2019,12195,Manual,2627,Gasoline,47.9,1.5
 Yaris,2015,8200,Manual,23360,Gasoline,55.0,1.3
 Yaris,2019,17589,Automatic,2251,Gasoline,47.9,1.5
 Yaris,2018,12395,Manual,11988,Gasoline,56.5,1.5
 Yaris,2018,9750,Manual,20585,Gasoline,58.9,1.5
 Yaris,2016,10250,Automatic,41080,Hybrid,86.0,1.5
 Yaris,2018,10395,Manual,11000,Gasoline,58.9,1.5
 Yaris,2018,8545,Manual,51500,Gasoline,58.9,1.5
 Yaris,2019,11295,Manual,10995,Gasoline,47.9,1.5
 Yaris,2018,10795,Manual,13500,Gasoline,58.9,1.5
 Yaris,2018,13900,Automatic,10142,Hybrid,76.3,1.5
 Yaris,2018,10495,Manual,23573,Gasoline,58.9,1.5
 Yaris,2017,9789,Manual,8810,Gasoline,58.0,1.3
 Yaris,2019,13495,Automatic,679,Gasoline,47.9,1.5
 Yaris,2017,9690,Manual,6000,Gasoline,58.9,1.5
 Yaris,2017,8250,Manual,16448,Gasoline,66.0,1.0
 Yaris,2016,7800,Manual,16400,Gasoline,58.0,1.3
 Yaris,2015,12000,Automatic,7929,Hybrid,78.0,1.5
 Yaris,2019,11595,Manual,8769,Gasoline,47.9,1.5
 Yaris,2018,12495,Automatic,10137,Gasoline,60.1,1.5
 Yaris,2017,9995,Manual,20300,Gasoline,55.0,1.3
 Yaris,2018,10595,Manual,19784,Gasoline,58.9,1.5
 Yaris,2016,11795,Automatic,15226,Gasoline,58.0,1.3
 Yaris,2018,10450,Manual,8676,Gasoline,47.1,1.5
 Yaris,2018,10995,Manual,27799,Gasoline,58.9,1.5
 Yaris,2016,13995,Automatic,10924,Hybrid,78.0,1.5
 Yaris,2016,8995,Manual,41459,Gasoline,58.0,1.3
 Yaris,2015,6995,Manual,28000,Gasoline,58.0,1.3
 Yaris,2014,6695,Manual,19000,Gasoline,52.3,1.3
 Yaris,2016,11215,Automatic,5990,Gasoline,55.0,1.3
 Yaris,2017,12795,Automatic,16998,Hybrid,86.0,1.5
 Yaris,2017,13995,Automatic,15472,Hybrid,86.0,1.5
 Yaris,2015,7568,Manual,46982,Gasoline,58.0,1.3
 Yaris,2019,12250,Manual,6861,Gasoline,47.9,1.5
 Yaris,2014,6230,Manual,44011,Gasoline,52.3,1.3
 Yaris,2015,10395,Automatic,42321,Hybrid,78.0,1.5
 Yaris,2016,8195,Manual,30513,Gasoline,58.0,1.3
 Yaris,2017,12495,Automatic,16900,Hybrid,86.0,1.5
 Yaris,2016,12995,Automatic,6880,Hybrid,86.0,1.5
 Yaris,2016,12295,Automatic,12772,Hybrid,86.0,1.5
 Yaris,2015,7380,Manual,20490,Gasoline,58.0,1.3
 Yaris,2018,9650,Manual,21973,Gasoline,47.1,1.5
 Yaris,2018,10295,Manual,14841,Gasoline,47.1,1.5
 Yaris,2017,9495,Manual,11373,Gasoline,58.0,1.3
 Yaris,2016,8808,Manual,18284,Gasoline,58.0,1.3
 Yaris,2016,12295,Automatic,13849,Hybrid,86.0,1.5
 Yaris,2016,10995,Automatic,11200,Gasoline,55.0,1.3
 Yaris,2016,9795,Manual,23877,Gasoline,55.0,1.3
 Yaris,2017,14295,Automatic,18500,Hybrid,78.0,1.5
 Yaris,2015,8695,Automatic,35013,Gasoline,58.0,1.3
 Yaris,2014,7995,Semi-Auto,41013,Gasoline,55.4,1.3
 Yaris,2016,7795,Manual,29000,Gasoline,58.0,1.3
 Yaris,2016,11795,Automatic,25000,Hybrid,78.0,1.5
 Yaris,2017,10995,Manual,26165,Gasoline,58.9,1.5
 Yaris,2017,11195,Manual,13252,Gasoline,56.5,1.5
 Yaris,2019,12295,Manual,9816,Gasoline,47.9,1.5
 Yaris,2019,12495,Manual,9473,Gasoline,47.9,1.5
 Yaris,2019,12495,Manual,9347,Gasoline,47.9,1.5
 Yaris,2015,7495,Manual,21063,Gasoline,66.0,1.0
 Yaris,2017,9290,Manual,21506,Gasoline,58.0,1.3
 Yaris,2018,13290,Automatic,8996,Hybrid,76.3,1.5
 Yaris,2016,9290,Manual,33965,Gasoline,55.0,1.3
 Yaris,2016,12000,Automatic,25596,Hybrid,78.0,1.5
 Yaris,2018,14495,Automatic,11883,Hybrid,76.3,1.5
 Yaris,2019,14290,Automatic,5896,Gasoline,47.9,1.5
 Yaris,2013,5590,Manual,53996,Diesel,72.4,1.4
 Yaris,2017,10000,Manual,14702,Gasoline,58.9,1.5
 Yaris,2018,10000,Manual,32996,Gasoline,47.1,1.5
 Yaris,2017,11650,Manual,10000,Gasoline,56.5,1.5
 Yaris,2019,12200,Manual,4986,Gasoline,47.9,1.5
 Yaris,2018,10000,Manual,31922,Gasoline,58.9,1.5
 Yaris,2017,10590,Manual,14361,Gasoline,58.9,1.5
 Yaris,2017,9000,Manual,17109,Gasoline,58.0,1.3
 Yaris,2018,13790,Automatic,12996,Hybrid,76.3,1.5
 Yaris,2015,10490,Automatic,32000,Hybrid,86.0,1.5
 Yaris,2017,10690,Manual,5196,Gasoline,58.9,1.5
 Yaris,2018,13200,Automatic,30000,Hybrid,67.3,1.5
 Yaris,2017,8000,Manual,43000,Gasoline,58.9,1.5
 Yaris,2016,11795,Automatic,39842,Hybrid,78.0,1.5
 Yaris,2017,10795,Manual,12091,Gasoline,58.9,1.5
 Yaris,2017,11995,Manual,3325,Gasoline,56.5,1.5
 Yaris,2018,11800,Manual,6174,Gasoline,58.9,1.5
 Yaris,2016,12690,Automatic,22362,Hybrid,78.0,1.5
 Yaris,2013,8900,Automatic,49989,Hybrid,76.3,1.5
 Yaris,2017,13490,Automatic,20000,Hybrid,78.0,1.5
 Yaris,2017,14200,Manual,5764,Gasoline,56.5,1.5
 Yaris,2017,14595,Automatic,27787,Hybrid,78.0,1.5
 Yaris,2017,10000,Manual,18250,Gasoline,58.9,1.5
 Yaris,2017,10000,Manual,25996,Gasoline,58.9,1.5
 Yaris,2017,9495,Manual,31044,Gasoline,58.9,1.5
 Yaris,2017,9000,Manual,28916,Gasoline,65.7,1.0
 Yaris,2017,13995,Automatic,7284,Hybrid,78.0,1.5
 Yaris,2014,7400,Manual,37709,Gasoline,52.3,1.3
 Yaris,2018,11200,Manual,9643,Gasoline,58.9,1.5
 Yaris,2014,5590,Manual,75452,Diesel,74.3,1.4
 Yaris,2016,10290,Automatic,22894,Gasoline,58.0,1.3
 Yaris,2017,9890,Manual,25006,Gasoline,55.0,1.3
 Yaris,2015,6290,Manual,28896,Gasoline,66.0,1.0
 Yaris,2019,12495,Automatic,6000,Gasoline,47.9,1.5
 Yaris,2019,12495,Automatic,6000,Gasoline,47.9,1.5
 Yaris,2015,12995,Automatic,30856,Hybrid,78.0,1.5
 Yaris,2015,7995,Manual,18700,Gasoline,58.0,1.3
 Yaris,2016,7495,Manual,28443,Gasoline,66.0,1.0
 Yaris,2017,10495,Manual,13101,Gasoline,56.5,1.5
 Yaris,2018,10995,Manual,17334,Gasoline,58.9,1.5
 Yaris,2013,8495,Automatic,72472,Hybrid,80.7,1.5
 Yaris,2017,9995,Manual,10260,Gasoline,65.7,1.0
 Yaris,2018,10200,Manual,18593,Gasoline,58.9,1.5
 Yaris,2016,15895,Automatic,11340,Hybrid,78.0,1.5
 Yaris,2016,11995,Automatic,13467,Hybrid,86.0,1.5
 Yaris,2019,14295,Automatic,11465,Gasoline,47.9,1.5
 Yaris,2018,12495,Manual,9891,Gasoline,58.9,1.5
 Yaris,2019,13995,Manual,4998,Gasoline,47.9,1.5
 Yaris,2014,7995,Semi-Auto,48050,Gasoline,55.4,1.3
 Yaris,2018,10750,Manual,9643,Gasoline,58.9,1.5
 Yaris,2016,8200,Manual,32190,Gasoline,58.0,1.3
 Yaris,2016,8995,Manual,10290,Gasoline,58.0,1.3
 Yaris,2018,14195,Automatic,1562,Gasoline,47.1,1.5
 Yaris,2018,12590,Manual,9683,Gasoline,47.1,1.5
 Yaris,2018,14700,Automatic,6775,Hybrid,76.3,1.5
 Yaris,2017,9995,Manual,35597,Gasoline,58.9,1.5
 Yaris,2016,8490,Manual,24700,Gasoline,55.0,1.3
 Yaris,2014,8995,Automatic,46839,Hybrid,80.7,1.5
 Yaris,2018,11195,Manual,1000,Gasoline,58.9,1.5
 Yaris,2018,10600,Manual,12189,Gasoline,47.1,1.5
 Yaris,2019,11800,Manual,4036,Gasoline,47.9,1.5
 Yaris,2018,9595,Manual,20740,Gasoline,65.7,1.0
 Yaris,2016,6995,Manual,50096,Gasoline,66.0,1.0
 Yaris,2017,11795,Automatic,13093,Hybrid,86.0,1.5
 Yaris,2017,9495,Manual,22465,Gasoline,55.0,1.3
 Yaris,2017,10350,Manual,26791,Gasoline,58.9,1.5
 Yaris,2019,13750,Manual,9100,Gasoline,47.9,1.5
 Yaris,2015,11750,Automatic,17250,Hybrid,76.3,1.5
 Yaris,2018,11800,Manual,8736,Gasoline,56.5,1.5
 Yaris,2017,11300,Manual,14150,Gasoline,56.5,1.5
 Yaris,2019,12000,Manual,9070,Gasoline,47.9,1.5
 Yaris,2017,9495,Manual,46706,Gasoline,58.9,1.5
 Yaris,2018,11900,Manual,5691,Gasoline,47.1,1.5
 Yaris,2017,14995,Automatic,6150,Hybrid,78.0,1.5
 Yaris,2017,8995,Manual,13659,Gasoline,58.0,1.3
 Yaris,2019,12500,Manual,11772,Gasoline,47.9,1.5
 Yaris,2016,7995,Manual,36788,Gasoline,58.0,1.3
 Yaris,2018,9995,Manual,10128,Gasoline,58.9,1.5
 Yaris,2014,9450,Automatic,61042,Hybrid,80.7,1.5
 Yaris,2017,10550,Manual,5951,Gasoline,58.9,1.5
 Yaris,2016,9995,Manual,17660,Gasoline,55.0,1.3
 Yaris,2018,11000,Manual,13283,Gasoline,58.9,1.5
 Yaris,2018,10995,Manual,11112,Gasoline,58.9,1.5
 Yaris,2018,10995,Manual,13607,Gasoline,58.9,1.5
 Yaris,2016,11995,Automatic,12567,Hybrid,78.0,1.5
 Yaris,2017,8995,Manual,18888,Gasoline,58.9,1.5
 Yaris,2018,9995,Manual,9279,Gasoline,56.5,1.5
 Yaris,2018,11995,Automatic,30184,Hybrid,76.3,1.5
 Yaris,2015,8995,Automatic,36111,Hybrid,86.0,1.5
 Yaris,2018,8995,Manual,23111,Gasoline,65.7,1.0
 Yaris,2018,9995,Manual,17211,Gasoline,58.9,1.5
 Yaris,2018,17495,Automatic,24616,Gasoline,60.1,1.5
 Yaris,2014,8000,Semi-Auto,48200,Gasoline,55.4,1.3
 Yaris,2018,8995,Manual,41855,Gasoline,58.9,1.5
 Yaris,2016,7995,Manual,17279,Gasoline,58.0,1.3
 Yaris,2016,7995,Manual,15122,Gasoline,58.0,1.3
 Yaris,2018,12995,Automatic,9989,Hybrid,76.3,1.5
 Yaris,2017,12995,Automatic,8748,Hybrid,76.3,1.5
 Yaris,2018,11695,Automatic,14655,Gasoline,60.1,1.5
 Yaris,2018,11995,Automatic,15432,Hybrid,76.3,1.5
 Yaris,2017,10495,Automatic,15237,Gasoline,58.0,1.3
 Yaris,2018,9995,Manual,26522,Gasoline,58.9,1.5
 Yaris,2017,10995,Automatic,9851,Gasoline,60.1,1.5
 Yaris,2018,9495,Manual,31255,Gasoline,47.1,1.5
 Yaris,2018,9995,Manual,22889,Gasoline,56.5,1.5
 Yaris,2018,11995,Automatic,10512,Gasoline,60.1,1.5
 Yaris,2017,10995,Automatic,25823,Hybrid,86.0,1.5
 Yaris,2017,10995,Automatic,22909,Hybrid,86.0,1.5
 Yaris,2017,10995,Automatic,24100,Hybrid,86.0,1.5
 Yaris,2017,10995,Automatic,23802,Hybrid,86.0,1.5
 Yaris,2017,12695,Automatic,20275,Hybrid,78.0,1.5
 Yaris,2017,8268,Manual,34039,Gasoline,58.0,1.3
 Yaris,2018,9995,Manual,20020,Gasoline,47.1,1.5
 Yaris,2016,9995,Automatic,41111,Hybrid,86.0,1.5
 Yaris,2017,12995,Automatic,11521,Hybrid,76.3,1.5
 Yaris,2019,18868,Automatic,9991,Hybrid,76.3,1.5
 Yaris,2018,10995,Manual,10513,Gasoline,58.9,1.5
 Yaris,2018,14991,Automatic,7906,Gasoline,60.1,1.5
 Yaris,2017,12795,Automatic,24683,Hybrid,76.3,1.5
 Yaris,2017,11995,Automatic,21709,Hybrid,86.0,1.5
 Yaris,2019,14995,Manual,1899,Gasoline,47.9,1.5
 Yaris,2018,9830,Manual,35000,Gasoline,47.1,1.5
 Yaris,2019,11995,Manual,7885,Gasoline,47.9,1.5
 Yaris,2016,6997,Manual,52667,Gasoline,66.0,1.0
 Yaris,2016,10795,Automatic,26599,Gasoline,55.0,1.3
 Yaris,2016,8995,Manual,41074,Gasoline,58.0,1.3
 Yaris,2019,11733,Manual,7414,Gasoline,47.9,1.5
 Yaris,2019,12795,Manual,50,Gasoline,47.9,1.5
 Yaris,2018,10721,Manual,18946,Gasoline,58.9,1.5
 Yaris,2018,10378,Manual,13049,Gasoline,58.9,1.5
 Yaris,2016,12191,Automatic,30338,Hybrid,86.0,1.5
 Yaris,2019,11641,Manual,7640,Gasoline,47.9,1.5
 Yaris,2019,11585,Manual,10842,Gasoline,47.9,1.5
 Yaris,2018,11975,Automatic,20415,Gasoline,60.1,1.5
 Yaris,2017,14122,Automatic,17212,Hybrid,78.0,1.5
 Yaris,2016,8982,Manual,33204,Gasoline,55.0,1.3
 Yaris,2015,12721,Automatic,24654,Hybrid,78.0,1.5
 Yaris,2019,13671,Automatic,11970,Hybrid,76.3,1.5
 Yaris,2016,10584,Automatic,11903,Gasoline,58.0,1.3
 Yaris,2019,10610,Manual,7885,Gasoline,47.9,1.5
 Yaris,2015,8632,Manual,15636,Gasoline,55.0,1.3
 Yaris,2019,11426,Manual,9721,Gasoline,47.9,1.5
 Yaris,2019,10660,Manual,6020,Gasoline,47.9,1.5
 Yaris,2019,10660,Manual,5988,Gasoline,47.9,1.5
 Yaris,2019,10660,Manual,7869,Gasoline,47.9,1.5
 Yaris,2018,13480,Automatic,10403,Hybrid,76.3,1.5
 Yaris,2013,5995,Manual,44797,Gasoline,51.4,1.3
 Yaris,2017,10999,Automatic,33710,Gasoline,60.1,1.5
 Yaris,2017,9902,Manual,26308,Gasoline,58.9,1.5
 Yaris,2015,7633,Manual,29400,Gasoline,55.0,1.3
 Yaris,2017,11800,Manual,28544,Gasoline,56.5,1.5
 Yaris,2016,13995,Automatic,37865,Hybrid,78.0,1.5
 Yaris,2016,6987,Manual,50980,Gasoline,58.0,1.3
 Yaris,2019,11779,Manual,7452,Gasoline,47.9,1.5
 Yaris,2018,13252,Automatic,16921,Hybrid,76.3,1.5
 Yaris,2016,8477,Manual,41240,Gasoline,55.0,1.3
 Yaris,2017,10744,Automatic,13874,Gasoline,58.0,1.3
 Yaris,2018,10684,Manual,9321,Gasoline,58.9,1.5
 Yaris,2017,11326,Automatic,21916,Gasoline,60.1,1.5
 Yaris,2015,11157,Automatic,35841,Hybrid,78.0,1.5
 Yaris,2018,9386,Manual,28112,Gasoline,58.9,1.5
 Yaris,2015,8772,Manual,17750,Gasoline,55.0,1.3
 Yaris,2016,9436,Manual,6553,Gasoline,58.0,1.3
 Yaris,2016,11091,Automatic,53222,Hybrid,78.5,1.5
 Yaris,2017,9707,Manual,16845,Gasoline,58.9,1.5
 Yaris,2019,13039,Manual,11102,Gasoline,47.9,1.5
 Yaris,2018,10707,Manual,18256,Gasoline,56.5,1.5
 Yaris,2017,8994,Manual,19678,Gasoline,58.0,1.3
 Yaris,2016,12500,Automatic,20216,Hybrid,78.0,1.5
 Yaris,2016,13534,Automatic,9857,Hybrid,78.0,1.5
 Yaris,2017,8253,Manual,28698,Gasoline,58.0,1.3
 Yaris,2019,13458,Automatic,3456,Gasoline,47.9,1.5
 Yaris,2019,11895,Manual,9034,Gasoline,47.9,1.5
 Yaris,2018,9899,Manual,27855,Gasoline,58.9,1.5
 Yaris,2016,11295,Automatic,27500,Hybrid,78.0,1.5
 Yaris,2015,9995,Automatic,50033,Hybrid,86.0,1.5
 Yaris,2018,10795,Manual,22164,Gasoline,58.9,1.5
 Yaris,2019,12171,Manual,4263,Gasoline,47.9,1.5
 Yaris,2018,10515,Manual,22978,Gasoline,58.9,1.5
 Yaris,2017,9750,Manual,13297,Gasoline,58.9,1.5
 Yaris,2017,8950,Manual,35137,Gasoline,55.0,1.3
 Yaris,2019,14295,Automatic,3150,Hybrid,76.3,1.5
 Yaris,2018,14895,Automatic,11125,Hybrid,67.3,1.5
 Yaris,2016,9395,Manual,2845,Gasoline,58.0,1.3
 Yaris,2017,10247,Manual,19205,Gasoline,58.9,1.5
 Yaris,2018,12995,Automatic,14274,Gasoline,47.1,1.5
 Yaris,2017,12222,Automatic,28290,Hybrid,86.0,1.5
 Yaris,2015,7295,Manual,17511,Gasoline,66.0,1.0
 Yaris,2019,14369,Manual,9413,Gasoline,47.9,1.5
 Yaris,2016,8150,Manual,25234,Gasoline,58.0,1.3
 Yaris,2019,13299,Automatic,2999,Gasoline,47.9,1.5
 Yaris,2016,11300,Automatic,29931,Hybrid,86.0,1.5
 Yaris,2018,10850,Manual,10741,Gasoline,47.1,1.5
 Yaris,2017,10250,Manual,19195,Gasoline,55.0,1.3
 Yaris,2020,19276,Automatic,3113,Gasoline,47.9,1.5
 Yaris,2019,12750,Automatic,4256,Gasoline,47.9,1.5
 Yaris,2016,10950,Automatic,15031,Gasoline,55.0,1.3
 Yaris,2019,12750,Automatic,3970,Gasoline,47.9,1.5
 Yaris,2019,12650,Manual,3033,Gasoline,47.9,1.5
 Yaris,2019,11450,Manual,3696,Gasoline,47.9,1.5
 Yaris,2019,11750,Manual,8935,Gasoline,47.9,1.5
 Yaris,2019,11750,Manual,5496,Gasoline,47.9,1.5
 Yaris,2019,11750,Manual,11444,Gasoline,47.9,1.5
 Yaris,2018,10800,Manual,16704,Gasoline,56.5,1.5
 Yaris,2019,13489,Automatic,2250,Gasoline,47.9,1.5
 Yaris,2018,10250,Manual,14600,Gasoline,58.9,1.5
 Yaris,2017,9325,Manual,29600,Gasoline,58.9,1.5
 Yaris,2020,14995,Manual,1985,Gasoline,47.9,1.5
 Yaris,2019,12995,Manual,1442,Gasoline,47.9,1.5
 Yaris,2017,9250,Manual,9100,Gasoline,58.0,1.3
 Yaris,2018,11975,Automatic,13692,Gasoline,60.1,1.5
 Yaris,2017,8250,Manual,36104,Gasoline,58.0,1.3
 Yaris,2017,10450,Manual,12017,Gasoline,55.0,1.3
 Yaris,2016,10700,Automatic,44571,Hybrid,78.0,1.5
 Yaris,2017,13995,Automatic,19280,Hybrid,78.0,1.5
 Yaris,2019,9950,Manual,10225,Gasoline,56.5,1.0
 Yaris,2017,10750,Manual,18121,Gasoline,56.5,1.5
 Yaris,2019,11995,Manual,15000,Gasoline,47.9,1.5
 Yaris,2019,14582,Manual,12600,Gasoline,47.9,1.5
 Yaris,2017,10125,Manual,13000,Gasoline,55.0,1.3
 Yaris,2018,12995,Manual,8500,Gasoline,47.1,1.5
 Yaris,2017,13200,Automatic,6400,Hybrid,76.3,1.5
 Yaris,2019,12150,Manual,8788,Gasoline,47.9,1.5
 Yaris,2019,12150,Manual,9469,Gasoline,47.9,1.5
 Yaris,2019,12450,Manual,6271,Gasoline,47.9,1.5
 Yaris,2019,11750,Manual,8394,Gasoline,47.9,1.5
 Yaris,2019,11450,Manual,13228,Gasoline,47.9,1.5
 Yaris,2019,12750,Automatic,6199,Gasoline,47.9,1.5
 Yaris,2019,12750,Automatic,5286,Gasoline,47.9,1.5
 Yaris,2017,10595,Manual,15000,Gasoline,55.0,1.3
 Yaris,2019,14495,Manual,100,Gasoline,47.9,1.5
 Yaris,2019,14495,Manual,100,Gasoline,47.9,1.5
 Yaris,2019,15495,Manual,2500,Gasoline,47.9,1.5
 Yaris,2017,10995,Manual,4500,Gasoline,58.0,1.3
 Yaris,2019,12550,Manual,1974,Gasoline,47.9,1.5
 Yaris,2016,12695,Automatic,27878,Hybrid,86.0,1.5
 Yaris,2017,10995,Manual,21100,Gasoline,56.5,1.5
 Yaris,2017,12950,Automatic,11752,Hybrid,86.0,1.5
 Yaris,2019,13800,Automatic,1000,Gasoline,47.9,1.5
 Yaris,2017,9500,Manual,15027,Gasoline,58.0,1.3
 Yaris,2017,14500,Automatic,12000,Hybrid,76.3,1.5
 Yaris,2014,12250,Automatic,29440,Hybrid,78.0,1.5
 Yaris,2018,10395,Manual,11100,Gasoline,47.1,1.5
